"","LH-MD9-0000","LH-MD9-0250","LH-MD9-0450","LH-MD9-0700","LH-MD9-0900","LH-MD9-1150","NM-MD9-1849","NM-MD9-2050","NM-MD9-2250","NM-MD9-2450","NM-MD9-2650"
"Methylonatrum",0,0,0,1,0,0,0,0,0,0,0
"Methylophaga",8,29,10,3294,28,57,212,49,45,16,11
"Methylophilus",1,2,2,0,0,0,0,0,0,1,1
"Methyloprofundus",3,1,2,7,0,6,7,3,4,4,9
"Methyloradius",0,0,0,0,0,0,2,1,0,1,0
"Methylorubrum",36,12,10,9,14,13,6,5,12,20,19
"Methylosinus",56,35,31,25,41,52,16,40,26,76,101
"Methylotenera",0,1,1,1,0,1,3,3,0,2,2
"Methylotuvimicrobium",2,3,2,3,7,7,4,3,4,7,8
"Methyloversatilis",12,4,4,1,0,2,2,1,6,1,4
"Methylovirgula",42,18,10,5,7,9,6,8,5,25,16
"Methylovorus",0,1,0,1,1,0,0,1,1,1,0
"Methylovulum",2,1,3,2,1,1,0,2,2,5,4
"Metridia",0,0,2,0,0,1,2,2,0,1,3
"Metridium",0,1,0,0,0,0,1,1,0,1,0
"Metschnikowia",6,11,5,13,8,5,24,8,14,8,14
"Meuniera",0,6,4,4,1,8,10,6,6,6,1
"Meyerozyma",0,0,0,1,2,0,0,0,0,0,1
"Micavibrio",7,2,3,1,3,1,1,0,1,2,2
"Micractinium",0,3,1,0,0,1,1,2,3,4,5
"Micraira",0,0,0,0,0,0,1,0,0,0,0
"Micranthes",0,0,0,0,0,0,0,0,0,1,0
"Micrasterias",0,0,0,0,0,0,1,0,0,0,0
"Microbacterium",70,43,39,34,45,46,81,13373,2368,211,114
"Microbispora",0,1,0,0,0,0,0,1,0,0,1
"Microbotryum",0,1,0,0,0,0,0,0,0,0,0
"Microbulbifer",44,21,35,54,33,23,77,83,121,241,127
"Microcaecilia",0,1,0,0,1,0,5,3,4,7,0
"Microcebus",3,2,1,1,3,3,1,3,5,7,4
"Microcella",5,2,4,9,1,3,22,1467,205,72,4
"Microchaete",0,0,0,0,0,0,0,1,0,3,2
"Micrococcus",3,5,4,6,5,11,2,24,32,19,30
"Microcoleus",0,1,0,2,0,1,2,1,3,2,2
"Microctonus",0,0,1,0,1,0,1,2,1,2,0
"Microcystis",0,0,0,2,1,4,1,1,3,0,2
"Microdochium",2,0,1,1,0,0,0,1,2,3,0
"Microglena",0,1,0,0,0,1,1,0,0,0,0
"Microheliella",0,0,0,1,0,1,0,0,2,0,0
"Microlunatus",17,18,12,9,16,14,7,19,20,29,31
"Micrometula",0,0,0,0,0,1,1,3,4,1,1
"Micromonas",49,118,81,114,120,160,159,161,338,507,396
"Micromonospora",127,9174,10883,11341,12664,5089,9641,6610,195,17223,301
"Microplitis",0,1,0,0,0,0,1,0,3,0,6
"Micropruina",7,2,4,3,6,6,3,4,5,10,12
"Micropterix",0,2,0,1,1,3,3,1,1,8,3
"Micropterus",0,2,1,0,1,3,0,2,2,2,4
"Microscypha",0,0,0,0,0,0,0,0,0,0,1
"Microspora",0,0,0,0,0,0,0,0,0,1,0
"Microsporum",1,0,0,0,0,0,0,2,1,0,0
"Microstomum",0,1,0,1,1,1,1,0,0,1,0
"Microterricola",3,3,6,4,6,6,0,6,5,5,0
"Microthamnion",0,0,0,0,0,0,0,0,1,0,1
"Microtus",1,2,10,2,4,4,0,10,17,30,14
"Microvenator",3,2,0,0,1,0,0,0,2,3,2
"Microvirga",159,41,36,24,27,28,24,31,35,60,52
"Microvirgula",7,1,4,2,0,1,0,1,7,4,2
"Miliammina",0,0,0,0,0,0,0,0,0,1,0
"Millerozyma",0,0,0,0,1,0,0,0,0,0,0
"Miltochrista",2,1,1,2,2,3,7,5,9,11,8
"Miltoncostaea",32,62,46,49,89,113,88,74,97,272,197
"Mimas",1,0,0,1,2,0,0,2,0,2,0
"Mimivirus",0,1,0,0,0,2,0,0,2,2,0
"Mimonectes",1,0,0,0,0,0,0,0,0,0,0
"Mimumesa",0,1,5,5,3,5,2,0,1,4,0
"Minicystis",33,9,12,13,12,14,6,6,8,14,26
"Minidiscus",2,1,0,0,0,0,3,4,8,7,2
"Miniimonas",0,1,2,0,0,2,1,2,3,5,8
"Miniopterus",0,1,1,3,1,3,3,6,7,7,3
"Miniphocaeibacter",0,1,1,0,0,0,0,0,0,0,2
"Ministeria",0,0,0,0,0,0,1,0,0,0,0
"Minutocellus",0,0,1,0,0,0,0,2,1,1,2
"Mirounga",0,1,0,0,3,5,0,5,6,6,5
"Miscanthus",0,0,0,0,0,0,0,0,0,0,2
"Mitosporidium",0,0,0,2,0,0,1,0,0,0,0
"Mitrocomella",0,0,0,0,0,0,0,0,1,0,0
"Mitsuaria",7,2,1,3,1,1,1,2,3,8,4
"Mixia",0,0,0,0,0,0,1,0,0,0,0
"Mixta",0,0,3,3,2,1,1,1,1,3,2
"Mizuhopecten",0,4,0,1,9,2,5,4,9,13,11
"Mobiluncus",0,0,0,0,0,0,1,0,0,2,0
"Modestobacter",7,9,12,15,13,16,3,7,19,17,38
"Modiolus",0,0,0,0,0,0,1,0,1,1,0
"Moellerella",2,0,0,1,0,0,1,1,0,1,0
"Moesziomyces",1,1,0,1,0,0,1,0,0,1,1
"Molgula",0,8,7,4,0,0,0,0,0,0,0
"Molinia",0,0,0,0,0,0,0,0,0,1,0
"Mollisia",0,0,0,1,4,1,1,0,7,12,4
"Molluscipoxvirus",0,0,0,0,0,0,0,0,0,1,0
"Molossus",2,5,4,5,3,2,3,4,5,9,6
"Molothrus",0,2,1,5,2,0,2,4,5,6,8
"Momordica",1,1,0,1,0,0,2,2,3,7,3
"Moneuplotes",0,0,0,0,0,0,0,1,2,3,0
"Mongoliitalea",1,0,0,0,0,0,1,1,3,0,2
"Monilinia",0,0,0,2,0,0,2,1,3,0,2
"Moniliophthora",0,0,0,0,0,0,0,0,0,1,0
"Monodelphis",1,4,1,1,2,3,4,9,9,15,5
"Monodon",0,0,0,0,0,1,0,0,3,3,0
"Monodopsis",0,0,0,0,0,0,0,0,0,0,1
"Monomastix",0,0,0,0,0,0,0,0,1,0,0
"Monomorium",1,1,0,2,2,1,0,1,2,4,3
"Monopterus",2,0,0,0,1,0,2,0,0,2,1
"Monoraphidium",3,10,3,8,2,2,3,0,5,8,3
"Monosiga",1,0,1,1,2,0,0,1,0,4,3
"Monotropa",0,0,0,0,0,2,1,0,2,1,1
"Monsonia",0,0,0,0,0,1,0,0,0,0,0
"Montagnia",0,0,0,0,1,0,0,0,0,1,0
"Moorella",4,1,2,2,3,5,1,1,4,6,5
"Moorena",1,1,1,5,5,2,1,3,2,8,5
"Moraxella",4,11,10,13,14,18,5,25,49,71,38
"Morchella",0,1,1,0,2,1,0,0,1,2,0
"Morelia",0,0,0,1,0,0,0,0,0,0,0
"Morella",0,0,0,1,0,0,0,0,0,0,0
"Morganella",1,0,2,5,0,7,4,1,2,3,3
"Moritella",9,4,83,33,41,34,39,30,31,54,60
"Morococcus",0,0,1,0,0,0,0,0,0,1,0
"Morone",1,0,0,0,0,0,0,2,4,4,2
"Mortierella",0,0,0,0,0,0,0,0,0,2,0
"Morus",1,1,2,2,5,1,3,6,10,5,12
"Motacilla",1,0,0,0,2,3,4,1,4,7,5
"Mougeotia",0,0,0,0,0,1,1,0,0,0,0
"Mucilaginibacter",6,1,3,5,7,5,5,3,7,14,14
"Mucinivorans",0,0,1,0,1,0,0,2,0,2,1
"Mucisphaera",29,3,9,11,5,3,2,3,3,12,16
"Mucor",0,0,1,0,1,2,0,0,1,2,3
"Mugil",0,3,2,2,5,1,2,2,6,3,8
"Mumia",5,2,5,1,2,0,1,5,3,6,2
"Murdochiella",0,0,0,0,0,1,0,0,0,1,1
"Muribaculum",1,1,0,0,0,0,0,0,1,1,1
"Muricauda",4,10,10,4,4,4,1,5,8,24,9
"Muriicola",0,2,1,0,0,0,1,2,0,4,2
"Mus",4,20,7,16,20,27,23,28,39,49,41
"Musa",1,0,0,2,0,2,0,4,4,4,8
"Musca",0,0,1,0,0,1,1,4,3,7,3
"Musicola",1,1,1,0,0,0,0,0,0,2,2
"Mustela",0,2,4,3,4,2,3,0,9,12,5
"Muticaria",0,0,0,0,0,0,0,0,0,1,0
"Myagropsis",0,0,0,0,1,0,2,0,0,2,0
"Myathropa",0,0,0,3,2,0,1,1,5,2,2
"Mycena",1,0,0,0,0,1,2,0,0,1,1
"Mycetocola",3,0,1,0,0,0,2,5,3,3,3
"Mycetohabitans",2,1,0,0,0,0,0,1,3,2,3
"Mychonastes",0,1,2,0,0,0,0,0,0,3,1
"Mycoavidus",0,0,1,0,1,0,1,0,4,6,4
"Mycobacterium",233,1267,1155,1221,1953,2579,2228,2999,3943,4122,7620
"Mycobacteroides",16,263,304,214,385,351,539,1042,2072,3551,4149
"Mycocalicium",0,0,0,0,0,0,0,0,0,1,0
"Mycolicibacillus",3,11,16,18,31,28,43,43,46,75,123
"Mycolicibacter",14,83,82,75,138,172,177,250,321,317,616
"Mycolicibacterium",273,1333,1255,1459,2492,2889,2723,3821,5025,5157,9503
"Mycomya",0,1,0,0,0,0,0,0,0,0,0
"Mycoplasma",1,0,0,2,0,4,0,2,2,6,0
"Mycoplasmopsis",0,1,0,1,0,1,2,2,4,6,0
"Myiozetetes",0,0,0,1,0,0,0,1,0,1,1
"Mylabris",0,0,0,0,0,0,0,0,0,1,0
"Myodes",2,1,2,1,8,1,5,7,7,19,25
"Myopa",2,2,3,1,3,1,3,2,6,5,5
"Myotis",4,4,3,4,2,9,6,12,10,15,11
"Myriochele",0,0,0,0,0,0,1,0,0,0,0
"Myriophyllum",0,0,0,1,0,0,0,5,4,5,3
"Myriopteris",0,0,0,0,0,0,0,1,0,0,0
"Myripristis",4,7,1,12,7,2,4,4,4,13,5
"Myristica",0,0,0,0,0,0,0,0,0,0,1
"Myrmecia",0,0,0,0,0,0,1,0,0,0,2
"Myrnavirus",0,0,0,0,0,0,0,0,1,0,0
"Myroides",0,1,1,4,3,5,5,4,5,9,11
"Myrothecium",0,0,0,0,0,1,0,0,0,0,0
"Mythimna",0,2,1,3,5,3,4,4,6,8,6
"Mytilinidion",0,0,1,0,1,1,0,0,0,3,2
"Mytilus",0,3,6,1,1,5,5,9,20,15,16
"Myuroclada",0,0,0,0,0,0,0,0,0,0,1
"Myxine",0,1,1,0,1,6,1,1,6,13,0
"Myxococcus",37,17,30,6,17,15,6,10,15,25,15
"Myzocytiopsis",0,1,0,0,0,0,0,0,0,0,0
"Myzus",0,0,0,5,1,0,1,1,1,5,4
"Nacospatangus",0,0,0,0,0,1,0,0,0,0,0
"Naegleria",0,0,1,0,1,2,0,2,3,4,4
"Nakamurella",10,8,11,11,10,7,10,12,28,28,58
"Nakaseomyces",0,0,0,0,0,0,0,1,2,0,2
"Namystynia",0,0,0,1,0,0,0,0,0,0,1
"Nanchangia",0,0,0,0,1,1,0,0,1,2,3
"Nannizzia",0,0,0,1,0,1,0,0,0,0,0
"Nannochloris",0,0,0,0,0,0,0,1,3,3,0
"Nannochloropsis",0,63,79,82,66,11,47,84,106,226,44
"Nannocystis",0,2,0,3,1,0,0,0,0,2,0
"Nannospalax",1,3,3,2,3,3,2,6,4,16,12
"Nanofrustulum",0,3,1,1,3,4,3,4,16,15,3
"Nanomia",0,0,0,0,0,0,0,0,1,0,0
"Nanorana",4,3,4,2,0,2,3,4,5,5,2
"Nasonia",0,0,0,0,0,1,0,1,3,2,2
"Natranaeroarchaeum",0,1,1,0,1,0,0,1,1,2,2
"Natranaerobius",0,0,0,0,1,1,0,0,1,0,0
"Natranaerofaba",0,0,2,0,0,2,0,4,1,0,2
"Natrarchaeobaculum",1,0,0,1,2,2,1,0,0,0,1
"Natrarchaeobius",0,3,1,0,0,0,0,0,0,5,1
"Natrialba",0,0,0,2,3,1,2,2,3,4,3
"Natribaculum",1,0,0,1,1,3,1,1,0,4,1
"Natrinema",6,33,34,29,128,130,8,14,3,21,31
"Natronoarchaeum",0,1,0,0,1,1,1,0,4,8,3
"Natronobacterium",1,0,1,0,2,1,0,0,0,3,1
"Natronobiforma",0,1,0,0,0,0,0,0,0,1,0
"Natronocalculus",0,1,0,0,1,0,0,0,0,1,0
"Natronocella",0,0,0,0,0,0,0,0,90,0,0
"Natronococcus",3,7,4,1,2,5,0,2,2,2,3
"Natronoglycomyces",1,0,1,1,1,1,0,0,1,5,3
"Natronolimnobius",1,0,0,0,0,0,0,0,0,1,3
"Natronolimnohabitans",0,0,0,1,0,1,0,0,1,0,1
"Natronomonas",7,1,0,1,1,1,2,0,3,6,4
"Natronorubrum",3,14,11,21,31,65,18,39,6,28,39
"Natronosporangium",1,20,42,8,8,4,5,7,3,25,8
"Naumovozyma",1,0,0,0,0,1,0,0,2,1,2
"Nausithoe",0,0,0,0,1,0,0,0,0,0,0
"Nautilia",0,0,0,0,0,0,0,0,0,0,1
"Navicula",0,9,13,7,12,21,24,23,25,38,17
"Ndongobacter",0,1,1,1,0,0,0,0,1,1,0
"Nebria",1,0,1,0,0,1,3,0,3,8,3
"Necator",0,0,1,0,0,0,0,0,0,0,0
"Nectophryne",0,0,1,0,0,0,0,0,0,0,0
"Negativicoccus",0,0,0,0,0,0,0,0,7,1,0
"Neglectella",0,0,0,0,0,0,1,0,1,0,0
"Negombata",0,0,0,0,1,0,0,0,0,0,0
"Neidium",0,0,0,0,0,0,0,0,0,1,1
"Neisseria",15,9,9,11,4,15,10,9,23,22,20
"Nelumbo",1,2,1,2,3,4,0,5,9,13,6
"Nemalionopsis",0,0,0,0,0,0,0,0,0,1,0
"Nemania",0,1,7,7,4,1,2,6,17,8,35
"Nematochrysis",0,0,0,0,0,0,0,0,0,1,0
"Nematocida",0,0,0,1,0,0,0,1,0,0,0
"Nematolebias",2,1,1,4,7,4,2,2,4,5,12
"Nematostella",1,4,4,0,6,8,5,5,10,13,12
"Nemertesia",0,2,2,0,2,1,0,0,1,0,0
"Nemopsis",0,0,0,0,0,0,0,1,1,0,0
"Nemoura",5,10,7,13,11,13,7,6,23,25,15
"Nemurella",5,13,13,15,12,18,7,9,18,23,26
"Neoantrodia",0,0,0,0,0,1,0,0,1,0,0
"Neoasaia",6,3,1,1,1,1,1,3,1,4,2
"Neobacillus",1,2,1,5,1,3,132,179,60,1,52
"Neobartsia",0,0,0,0,0,0,0,0,0,0,4
"Neobenedenia",0,0,0,0,0,0,0,0,0,0,1
"Neobodo",0,0,0,0,0,0,0,0,0,1,0
"Neochlamydia",0,1,1,0,1,4,2,1,1,7,4
"Neochloris",0,0,1,0,0,0,0,0,0,0,2
"Neocystis",0,0,0,0,0,0,0,0,0,0,2
"Neodangemannia",0,0,0,0,0,0,0,0,1,0,1
"Neodiprion",0,1,2,1,2,1,1,2,4,3,4
"Neofusicoccum",1,0,1,0,1,1,1,0,0,3,1
"Neogale",1,0,0,1,2,0,0,2,4,3,3
"Neogrollea",0,0,0,0,0,0,0,0,0,1,0
"Neohortaea",1,0,0,0,0,0,0,1,1,0,2
"Neokomagataea",1,0,0,0,0,0,0,0,0,0,1
"Neolamarckia",0,0,0,0,0,0,0,0,0,1,0
"Neolamprologus",0,4,1,1,2,1,1,0,0,1,2
"Neoleanira",0,0,0,0,0,1,0,0,0,0,0
"Neometanema",0,0,1,0,0,0,0,0,0,0,0
"Neomicrococcus",0,0,0,1,0,0,44,1,2116,0,1
"Neomonachus",0,2,0,0,0,0,1,0,1,2,2
"Neonectria",0,0,3,0,0,0,1,6,2,0,0
"Neopelma",0,0,0,1,0,0,0,3,4,4,0
"Neophocaena",0,0,0,0,1,1,1,3,3,3,4
"Neoporphyra",8,0,0,0,1,1,1,1,0,2,0
"Neopyropia",1,0,0,0,0,0,0,0,0,0,1
"Neorhizobium",27,8,25,12,10,7,4,9,40,22,14
"Neorhodella",0,0,1,0,0,0,0,0,0,1,0
"Neorhodomela",0,0,0,0,0,0,0,0,1,0,0
"Neorickettsia",0,0,0,0,0,1,0,0,0,0,0
"Neosabellaria",0,0,0,0,0,0,0,0,1,0,1
"Neospora",0,1,0,0,0,0,0,2,2,0,0
"Neostethus",2,1,0,2,2,4,1,2,4,6,6
"Neotabrizicola",14,4,3,7,3,4,5,4,4,4,2
"Neovahlkampfia",0,0,0,3,0,0,0,0,0,0,0
"Nepenthes",0,0,0,0,0,1,1,0,1,0,1
"Nephasoma",0,0,0,0,0,0,0,0,0,0,2
"Nephromyces",0,0,0,0,0,0,0,0,0,1,0
"Nephroselmis",0,0,0,0,0,0,0,1,2,2,3
"Neptis",0,0,0,0,0,1,0,0,0,0,0
"Neptuniibacter",0,0,0,1,0,0,0,0,0,0,0
"Neptunomonas",1,2,12,13,7,6,2,0,2,7,3
"Nereocystis",0,0,0,0,1,0,0,0,0,0,0
"Nesterenkonia",0,0,0,1,1,0,0,2,1,0,3
"Nestor",0,0,0,0,1,0,0,0,2,1,2
"Neurospora",0,0,1,0,1,0,0,1,1,1,1
"Neustupella",0,0,0,0,0,0,0,0,0,0,1
"Nevskia",1,0,0,0,0,0,0,0,0,0,0
"Nezara",0,1,0,0,0,0,0,0,2,0,0
"Niabella",1,0,1,0,0,0,0,1,1,1,4
"Niallia",0,1,2,5,12,8,24,44,2,5,12
"Niastella",1,0,0,0,0,1,0,1,3,3,3
"Nibea",1,4,1,3,1,1,3,0,6,5,5
"Nibribacter",1,2,0,1,0,0,0,0,0,1,1
"Nibricoccus",5,0,3,2,0,0,1,1,4,4,3
"Nicotiana",2,3,1,3,6,4,3,3,13,131,17
"Nicrophorus",0,0,0,1,0,0,0,2,1,5,1
"Nilaparvata",1,3,4,3,5,2,7,4,10,12,9
"Niphargus",0,0,0,1,0,0,0,0,0,0,0
"Nipponia",0,0,1,1,2,0,0,1,4,0,2
"Nisaea",155,65,47,34,16,18,7,8,12,28,21
"Nissabacter",1,1,1,2,0,1,0,0,1,2,1
"Nitidotellina",0,0,0,0,1,0,0,0,0,0,0
"Nitraria",0,0,0,0,0,0,1,1,0,0,0
"Nitratifractor",0,0,0,1,0,0,1,0,0,1,0
"Nitratireductor",110,59,41,26,33,32,33,32,43,91,33
"Nitratiruptor",0,1,1,0,0,0,0,0,1,1,0
"Nitrincola",2,2,0,3,2,5,1,0,0,5,0
"Nitrobacter",26,11,10,11,7,10,9,12,12,20,13
"Nitrogeniibacter",28,12,6,12,5,7,5,6,5,17,11
"Nitrosarchaeum",53,16,25,7,25,59,21,43,100,392,150
"Nitrosococcus",8,5,7,2,6,4,3,5,4,11,13
"Nitrosomonas",10,7,22,21,21,25,3,5,10,29,11
"Nitrosophilus",0,0,0,0,1,0,0,0,1,1,1
"Nitrosopumilus",12077,1020,944,621,1676,2822,1409,1967,2744,7571,3374
"Nitrososphaera",2,6,2,2,3,4,4,1,0,3,13
"Nitrosospira",12,1,4,12,5,2,4,3,4,11,1
"Nitrospina",2,24,2,11,2,1,1,0,2,1,1
"Nitrospira",1036,27,43,21,43,41,22,29,76,235,173
"Nitrospirillum",85,21,16,8,7,9,3,4,7,16,3
"Nitzschia",0,6,3,3,6,15,18,11,34,36,22
"Niveibacterium",6,4,1,1,1,0,1,1,3,3,6
"Niveispirillum",26,17,12,13,6,6,1,5,3,7,7
"Nocardia",66,133,119,94,159,207,172,247,286,387,751
"Nocardioides",139,418,375,320,295,286,257,1052,2173,291,305
"Nocardiopsis",36,38,30,70,28,22,9,43927,43726,67,26892
"Noctiluca",0,2,0,1,2,2,2,0,2,0,3
"Noctua",0,1,1,2,3,3,5,1,5,4,5
"Nodularia",0,6,5,8,5,7,24,13,12,8,103
"Nolandella",0,0,0,1,0,0,0,0,0,1,0
"Nomada",0,3,1,1,0,0,5,0,1,3,2
"Nomascus",0,0,1,0,0,0,4,2,6,3,4
"Nomia",1,2,1,3,3,4,3,1,2,6,2
"Nonlabens",5,8,9,3,5,11,5,9,14,24,17
"Nonomuraea",26,82,74,42,55,62,27,42,43,69,88
"Nordella",58,21,14,15,15,14,5,6,9,29,19
"Nosocomiicoccus",0,0,1,0,0,0,2,0,0,1,3
"Nostoc",4,8,4,6,10,11,7,8,19,21,27
"Notechis",1,2,1,0,2,2,3,0,4,13,9
"Nothobranchius",1,0,0,0,5,4,2,2,7,3,4
"Nothophytophthora",0,0,0,0,0,0,0,0,1,1,0
"Nothoprocta",1,1,1,1,2,1,2,2,4,3,3
"Notocelia",0,0,0,0,1,0,0,0,1,2,0
"Notodonta",1,2,1,4,3,3,2,1,3,4,1
"Notodromas",0,5,5,5,4,1,2,3,5,12,11
"Notolabrus",4,5,5,9,9,12,0,9,15,16,7
"Notomastus",0,0,0,0,0,1,0,0,0,0,0
"Notosolenus",0,0,0,1,1,1,0,0,0,0,0
"Notothenia",1,1,1,1,1,2,2,6,4,1,4
"Novacetimonas",3,1,3,0,0,0,0,1,0,4,4
"Novibacillus",12,18,9,9,12,21,10,15,2,1,21
"Noviherbaspirillum",7,2,1,1,2,0,1,2,4,2,1
"Novisyntrophococcus",0,0,0,0,0,0,0,0,2,0,3
"Novosphingobium",77,27,22,19,19,26,42,36,63,42,23
"Novosphingopyxis",3,2,4,5,1,2,74,3,7,4,4
"Nowickia",0,0,0,0,0,0,0,0,0,0,1
"Nuclearia",0,0,0,0,0,0,0,0,0,0,1
"Nucula",0,0,0,0,0,0,0,1,0,0,0
"Nuculana",0,0,0,0,0,1,0,0,0,0,1
"Numida",0,3,1,3,0,3,2,4,0,5,4
"Nummulites",0,0,0,0,0,0,0,0,0,2,0
"Nuphar",0,0,0,0,0,0,0,1,2,0,0
"Nyctiphanes",0,0,0,0,0,0,0,0,0,0,1
"Nyctotherus",0,0,0,0,0,0,0,0,0,2,0
"Nylanderia",0,1,0,0,0,1,1,0,2,3,1
"Nymphaea",1,1,0,2,2,1,3,4,6,12,5
"Nymphalis",0,0,0,4,4,6,1,5,4,7,10
"Nysson",2,4,1,2,4,1,1,3,4,10,2
"Obelia",0,0,0,0,0,0,0,0,1,0,0
"Occultella",2,2,0,2,1,2,2,1,1,1,7
"Oceanibaculum",0,1,0,0,0,0,0,0,0,0,0
"Oceanicoccus",4,12,13,24,11,17,17,13,16,22,10
"Oceanicola",16,6,9,6,3,3,5,3,12,10,8
"Oceanidesulfovibrio",8,3,3,3,3,6,0,4,7,5,0
"Oceanihabitans",0,4,4,5,0,1,6,2,3,5,5
"Oceanimonas",8,1,3,3,2,0,0,0,8,3,4
"Oceanisphaera",3,0,3,0,1,0,2,0,2,2,0
"Oceanispirochaeta",1,0,1,189,0,0,0,2,0,1,1
"Oceanithermus",6,4,2,2,3,4,0,3,1,0,4
"Oceanobacillus",1,1,0,0,3,0,4,7,2,3,3
"Ochlodes",1,0,0,1,2,2,1,2,3,2,4
"Ochotona",0,0,2,7,3,5,3,4,10,13,7
"Ochrobactrum",5,3,7,4,2,2,3,23,2,5,4
"Ochromonas",0,0,0,0,2,1,0,0,0,3,2
"Ochropleura",0,1,1,1,0,3,0,0,2,4,1
"Ochrosphaera",0,0,0,0,0,0,0,0,1,0,0
"Octadecabacter",19,36,61,32,31,40,31,31,72,58,40
"Octodon",0,6,0,1,5,4,4,10,11,10,12
"Octopus",10,21,15,27,24,25,35,41,77,123,59
"Ocypus",2,0,13,3,4,2,2,2,7,9,4
"Odobenus",0,0,0,0,4,3,1,1,5,7,3
"Odocoileus",0,1,0,0,1,1,1,1,1,5,0
"Odontella",0,0,0,0,1,0,1,0,0,0,0
"Odontomachus",1,3,2,0,4,0,0,2,5,5,3
"Odontotermes",0,0,1,0,0,0,0,0,0,0,0
"Oecophyllibacter",7,0,2,2,0,2,0,0,2,3,1
"Oedocladium",0,0,0,0,1,0,0,0,0,0,0
"Oedogonium",0,0,1,0,0,0,0,0,0,0,0
"Oenococcus",0,0,0,0,0,0,0,1,0,0,1
"Oenothera",0,0,1,0,0,0,0,0,0,0,0
"Oerskovia",1,2,0,1,0,1,7,6,2,3,12
"Ogataea",0,0,0,1,0,0,2,0,1,2,0
"Oikopleura",22,210,74,104,153,147,102,158,334,516,326
"Oithona",0,0,0,0,0,0,0,0,0,0,1
"Olea",1,1,2,2,3,3,1,0,0,1,7
"Oleidesulfovibrio",3,0,2,0,1,2,0,0,2,6,4
"Oleiharenicola",11,1,3,5,3,1,1,2,0,8,5
"Oleiphilus",0,1,3,1,0,2,6,1,3,4,1
"Oleispira",8,3,11,11,2,16,8,2,6,11,14
"Oleomonas",1,0,0,0,0,0,0,0,0,0,0
"Oligella",0,1,0,1,0,0,0,0,1,2,4
"Olisthodiscus",0,0,0,0,1,0,0,0,0,0,2
"Oliveria",0,1,0,0,0,0,0,0,0,0,0
"Olivibacter",0,0,2,1,1,1,1,1,2,5,2
"Olleya",0,2,8,6,2,1,6,10,15,13,13
"Olsenella",4,2,2,4,2,4,1,1,3,1,3
"Oltmannsiellopsis",0,1,0,2,2,2,0,0,1,2,1
"Omarvirus",0,0,0,0,0,0,0,1,0,0,0
"Ombrophytum",0,0,0,0,0,1,0,1,0,0,0
"Omphaloscelis",0,0,0,0,1,0,0,2,0,4,2
"Oncorhynchus",55,122,90,160,165,192,104,158,381,437,267
"Onobrychis",0,0,0,0,0,0,0,0,0,0,1
"Onoclea",0,0,0,0,0,1,1,1,0,1,4
"Onthophagus",0,0,0,1,0,0,1,1,2,6,0
"Onychomys",0,3,0,5,8,4,0,8,8,9,5
"Onychostruthus",1,2,4,1,1,2,0,1,4,4,1
"Ooceraea",0,0,1,1,0,0,1,1,0,3,0
"Opalina",0,0,0,0,0,1,0,0,0,0,0
"Opephora",0,0,0,0,1,0,0,0,1,0,0
"Operophtera",1,2,0,4,1,2,0,1,2,6,3
"Ophiacantha",0,0,0,0,0,1,0,0,0,1,0
"Ophidiomyces",0,0,0,0,0,1,0,1,0,2,0
"Ophiocytium",0,0,0,0,0,0,0,0,0,0,1
"Ophion",1,3,0,3,2,6,1,0,4,0,5
"Ophirina",0,0,0,1,0,0,0,0,0,0,0
"Ophiura",0,0,0,0,0,0,0,0,0,0,2
"Ophonus",0,0,0,0,0,3,2,4,0,8,3
"Ophrys",0,0,0,0,0,1,0,0,0,0,0
"Opisthocomus",0,1,0,1,0,1,0,0,2,0,3
"Opisthograptis",0,1,1,1,2,0,3,1,1,2,1
"Opitutus",13,4,7,4,4,9,4,3,9,18,6
"Oppiella",0,2,1,1,1,0,1,0,4,0,15
"Orbicella",2,2,0,3,1,7,3,1,6,5,3
"Orbilia",0,0,0,0,1,0,0,0,0,2,0
"Orbinia",0,0,0,0,1,0,0,0,0,0,1
"Orchesella",0,0,0,0,0,0,0,0,0,1,0
"Orcinus",0,1,0,0,2,1,0,5,0,0,0
"Oreochromis",0,0,0,0,0,0,0,0,3,3,2
"Oreopteris",0,0,0,0,0,0,0,0,0,1,1
"Orgyia",0,0,3,0,0,1,3,0,2,0,1
"Oricola",38,18,10,7,9,12,13,7,7,10,12
"Orientia",0,0,0,1,1,0,0,0,2,4,1
"Ornithinimicrobium",16,4,10,15,11,8,7,28,23,23,32
"Ornithobacterium",0,0,0,1,0,1,1,0,0,0,6
"Ornithorhynchus",2,2,0,1,1,3,0,2,4,14,4
"Orobanche",0,0,0,1,0,2,0,0,0,1,1
"Orpinomyces",0,0,0,0,0,1,0,0,0,0,0
"Orrella",7,6,7,4,2,2,4,0,2,5,2
"Orthopoxvirus",0,0,0,0,0,1,0,1,0,0,0
"Orussus",0,0,2,5,6,0,3,2,3,3,4
"Orycteropus",0,0,1,0,2,4,2,1,6,9,2
"Oryctolagus",1,3,0,2,0,5,0,5,5,11,4
"Oryx",0,1,1,0,0,0,2,2,4,3,1
"Oryza",3,9,3,0,7,9,10,19,49,68,101
"Oryzias",7,7,7,9,2,7,3,11,20,29,15
"Oryzomicrobium",6,1,3,3,1,1,0,2,2,2,2
"Oscheius",0,0,0,2,0,2,0,2,1,2,0
